"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"32489_at"	"0.9997"	"4.13e-01"	"-0.868999"	"-5.6829"	"-0.130153"	"GRIN2B"	"glutamate ionotropic receptor NMDA type subunit 2B"
"31569_at"	"0.9997"	"4.14e-01"	"-0.867796"	"-5.684"	"-0.147396"	"SLC1A7"	"solute carrier family 1 member 7"
"41425_at"	"0.9997"	"4.14e-01"	"0.867777"	"-5.684"	"0.127267"	"FLI1"	"Fli-1 proto-oncogene, ETS transcription factor"
"39945_at"	"0.9997"	"4.14e-01"	"-0.867731"	"-5.684"	"-0.3110935"	"FAP"	"fibroblast activation protein alpha"
"994_at"	"0.9997"	"4.14e-01"	"0.867641"	"-5.6841"	"0.1480525"	"PTPRM"	"protein tyrosine phosphatase, receptor type M"
"37568_at"	"0.9997"	"4.14e-01"	"0.867553"	"-5.6842"	"0.2234375"	"GRM5"	"glutamate metabotropic receptor 5"
"36753_at"	"0.9997"	"4.14e-01"	"0.867525"	"-5.6842"	"0.1461415"	"LILRB4"	"leukocyte immunoglobulin like receptor B4"
"33555_at"	"0.9997"	"4.14e-01"	"0.867297"	"-5.6844"	"0.1393695"	"LILRA4"	"leukocyte immunoglobulin like receptor A4"
"39590_at"	"0.9997"	"4.14e-01"	"0.867253"	"-5.6844"	"0.1309365"	"APBA2"	"amyloid beta precursor protein binding family A member 2"
"33731_at"	"0.9997"	"4.14e-01"	"-0.867142"	"-5.6845"	"-0.1350765"	"SLC7A7"	"solute carrier family 7 member 7"
"37547_at"	"0.9997"	"4.14e-01"	"0.867079"	"-5.6846"	"0.1499285"	"BBS9"	"Bardet-Biedl syndrome 9"
"32988_at"	"0.9997"	"4.14e-01"	"0.866851"	"-5.6848"	"0.1694715"	"CLCNKA"	"chloride voltage-gated channel Ka"
"37467_at"	"0.9997"	"4.14e-01"	"0.866837"	"-5.6848"	"0.134189"	"IGHD"	"immunoglobulin heavy constant delta"
"35033_at"	"0.9997"	"4.14e-01"	"-0.866755"	"-5.6848"	"-0.147706"	"GCNT2"	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)"
"41245_at"	"0.9997"	"4.14e-01"	"0.866735"	"-5.6849"	"0.138434"	"GDF10"	"growth differentiation factor 10"
"897_at"	"0.9997"	"4.14e-01"	"-0.866676"	"-5.6849"	"-0.1338705"	"LOC101930075///PKD1"	"polycystin-1-like///polycystin 1, transient receptor potential channel interacting"
"33040_at"	"0.9997"	"4.15e-01"	"-0.86638"	"-5.6852"	"-0.138501"	"UNC93A"	"unc-93 homolog A (C. elegans)"
"39771_at"	"0.9997"	"4.15e-01"	"0.866122"	"-5.6854"	"0.1326925"	"RHOBTB1"	"Rho related BTB domain containing 1"
"1474_s_at"	"0.9997"	"4.15e-01"	"-0.865991"	"-5.6855"	"-0.127786"	"MYB"	"MYB proto-oncogene, transcription factor"
"550_at"	"0.9997"	"4.15e-01"	"0.865813"	"-5.6856"	"0.1893795"	""	""
"AFFX-MurIL4_at"	"0.9997"	"4.15e-01"	"0.865808"	"-5.6856"	"0.133681"	"Il4"	"interleukin 4"
"35816_at"	"0.9997"	"4.15e-01"	"-0.865689"	"-5.6857"	"-0.159674"	"CSTB"	"cystatin B"
"1270_at"	"0.9997"	"4.15e-01"	"0.865387"	"-5.686"	"0.1440395"	"RAP1GAP"	"RAP1 GTPase activating protein"
"39378_at"	"0.9997"	"4.15e-01"	"0.865321"	"-5.686"	"0.167936"	"BECN1"	"beclin 1"
"1011_s_at"	"0.9997"	"4.15e-01"	"-0.864935"	"-5.6864"	"-0.2235425"	"YWHAE"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon"
"31461_at"	"0.9997"	"4.16e-01"	"-0.864"	"-5.6872"	"-0.128316"	""	""
"34446_at"	"0.9997"	"4.16e-01"	"0.863618"	"-5.6875"	"0.174894"	"RABGAP1L"	"RAB GTPase activating protein 1 like"
"1989_at"	"0.9997"	"4.16e-01"	"0.863575"	"-5.6875"	"0.144908"	"BRCA2"	"BRCA2, DNA repair associated"
"33163_r_at"	"0.9997"	"4.16e-01"	"0.863575"	"-5.6875"	"0.1406925"	"GCLM"	"glutamate-cysteine ligase modifier subunit"
"519_g_at"	"0.9997"	"4.16e-01"	"0.863419"	"-5.6876"	"0.136113"	"NR1H2"	"nuclear receptor subfamily 1 group H member 2"
"36345_g_at"	"0.9997"	"4.16e-01"	"0.863399"	"-5.6877"	"0.2208035"	"F2RL1"	"F2R like trypsin receptor 1"
"33835_at"	"0.9997"	"4.16e-01"	"-0.86334"	"-5.6877"	"-0.143877"	"TSPYL4"	"TSPY like 4"
"32567_at"	"0.9997"	"4.16e-01"	"0.863135"	"-5.6879"	"0.168863"	"CHKA"	"choline kinase alpha"
"431_at"	"0.9997"	"4.17e-01"	"0.862709"	"-5.6882"	"0.1560695"	"CXCL10"	"C-X-C motif chemokine ligand 10"
"32995_at"	"0.9997"	"4.17e-01"	"0.862301"	"-5.6886"	"0.130163"	"ASB4"	"ankyrin repeat and SOCS box containing 4"
"35716_at"	"0.9997"	"4.17e-01"	"0.862233"	"-5.6886"	"0.1516"	"SULT1C2"	"sulfotransferase family 1C member 2"
"1326_at"	"0.9997"	"4.17e-01"	"0.862228"	"-5.6886"	"0.1357175"	"CASP10"	"caspase 10"
"37981_at"	"0.9997"	"4.17e-01"	"0.86179"	"-5.689"	"0.127941"	"DBN1"	"drebrin 1"
"35693_at"	"0.9997"	"4.17e-01"	"0.861704"	"-5.6891"	"0.1481705"	"HPCAL1"	"hippocalcin like 1"
"40430_at"	"0.9997"	"4.17e-01"	"0.861666"	"-5.6891"	"0.130656"	""	""
"31456_at"	"0.9997"	"4.17e-01"	"-0.861614"	"-5.6892"	"-0.1281535"	""	""
"36329_at"	"0.9997"	"4.17e-01"	"-0.861556"	"-5.6892"	"-0.128328"	"SCGB2A2"	"secretoglobin family 2A member 2"
"36074_at"	"0.9997"	"4.17e-01"	"0.861198"	"-5.6895"	"0.142336"	"LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW"	"uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)"
"40154_at"	"0.9997"	"4.17e-01"	"0.861161"	"-5.6895"	"0.143828"	"ARPC4-TTLL3///TTLL3///ARPC4"	"ARPC4-TTLL3 readthrough///tubulin tyrosine ligase like 3///actin related protein 2/3 complex subunit 4"
"35825_s_at"	"0.9997"	"4.17e-01"	"-0.861146"	"-5.6896"	"-0.141545"	"ZBTB18"	"zinc finger and BTB domain containing 18"
"41554_at"	"0.9997"	"4.17e-01"	"-0.86103"	"-5.6897"	"-0.1347255"	"OSGIN2"	"oxidative stress induced growth inhibitor family member 2"
"32150_at"	"0.9997"	"4.17e-01"	"0.860818"	"-5.6898"	"0.16248"	"GOLGA4"	"golgin A4"
"37096_at"	"0.9997"	"4.18e-01"	"0.860732"	"-5.6899"	"0.1484355"	"ELANE"	"elastase, neutrophil expressed"
"31488_s_at"	"0.9997"	"4.18e-01"	"-0.860602"	"-5.69"	"-0.140804"	"PGK1"	"phosphoglycerate kinase 1"
"580_at"	"0.9997"	"4.18e-01"	"0.860511"	"-5.6901"	"0.155511"	"HIST1H1E"	"histone cluster 1, H1e"
"35796_at"	"0.9997"	"4.18e-01"	"0.860388"	"-5.6902"	"0.1398235"	"TWF2"	"twinfilin actin binding protein 2"
"AFFX-HUMGAPDH/M33197_3_st"	"0.9997"	"4.18e-01"	"0.859966"	"-5.6905"	"0.1836645"	"GAPDH"	"glyceraldehyde-3-phosphate dehydrogenase"
"471_f_at"	"0.9997"	"4.18e-01"	"0.859846"	"-5.6906"	"0.2861195"	"TUBB3"	"tubulin beta 3 class III"
"35804_at"	"0.9997"	"4.18e-01"	"-0.859734"	"-5.6907"	"-0.1404295"	"ASH2L"	"ASH2 like histone lysine methyltransferase complex subunit"
"1804_at"	"0.9997"	"4.18e-01"	"0.859679"	"-5.6908"	"0.139709"	"KLK3"	"kallikrein related peptidase 3"
"34342_s_at"	"0.9997"	"4.18e-01"	"0.859606"	"-5.6908"	"0.132697"	"SPP1"	"secreted phosphoprotein 1"
"32578_at"	"0.9997"	"4.18e-01"	"0.859262"	"-5.6911"	"0.152001"	"MLX"	"MLX, MAX dimerization protein"
"32027_at"	"0.9997"	"4.18e-01"	"-0.859173"	"-5.6912"	"-0.1303815"	"PDZK1P1///PDZK1"	"PDZ domain containing 1 pseudogene 1///PDZ domain containing 1"
"33121_g_at"	"0.9997"	"4.18e-01"	"-0.858878"	"-5.6915"	"-0.1526055"	"RGS10"	"regulator of G-protein signaling 10"
"33160_at"	"0.9997"	"4.19e-01"	"0.858685"	"-5.6916"	"0.2350365"	"NRL"	"neural retina leucine zipper"
"40822_at"	"0.9997"	"4.19e-01"	"0.858445"	"-5.6918"	"0.194132"	"NFATC3"	"nuclear factor of activated T-cells 3"
"40119_at"	"0.9997"	"4.19e-01"	"-0.858411"	"-5.6918"	"-0.129458"	"CRTAP"	"cartilage associated protein"
"36799_at"	"0.9997"	"4.19e-01"	"-0.858081"	"-5.6921"	"-0.1304855"	"FZD2"	"frizzled class receptor 2"
"32125_at"	"0.9997"	"4.19e-01"	"0.858037"	"-5.6922"	"0.245161"	"THOC2"	"THO complex 2"
"33797_at"	"0.9997"	"4.19e-01"	"0.858011"	"-5.6922"	"0.149987"	"MPHOSPH10"	"M-phase phosphoprotein 10"
"36611_at"	"0.9997"	"4.19e-01"	"-0.857993"	"-5.6922"	"-0.1297845"	"ACP1"	"acid phosphatase 1, soluble"
"34171_at"	"0.9997"	"4.19e-01"	"-0.857964"	"-5.6922"	"-0.1518385"	"NCLN"	"nicalin"
"33899_at"	"0.9997"	"4.19e-01"	"-0.857921"	"-5.6923"	"-0.180377"	"ALDH9A1"	"aldehyde dehydrogenase 9 family member A1"
"40856_at"	"0.9997"	"4.19e-01"	"0.857838"	"-5.6923"	"0.1398175"	"SERPINF1"	"serpin family F member 1"
"1027_at"	"0.9997"	"4.19e-01"	"0.857164"	"-5.6929"	"0.1619055"	"COL11A2"	"collagen type XI alpha 2 chain"
"40274_at"	"0.9997"	"4.19e-01"	"0.857134"	"-5.6929"	"0.130785"	"DBP"	"D-box binding PAR bZIP transcription factor"
"41677_at"	"0.9997"	"4.19e-01"	"0.856957"	"-5.6931"	"0.1413855"	"IL15RA"	"interleukin 15 receptor subunit alpha"
"35917_at"	"0.9997"	"4.20e-01"	"0.856814"	"-5.6932"	"0.127272"	"MAP1A"	"microtubule associated protein 1A"
"41069_at"	"0.9997"	"4.20e-01"	"0.856669"	"-5.6933"	"0.125847"	"LECT1"	"leukocyte cell derived chemotaxin 1"
"33828_at"	"0.9997"	"4.20e-01"	"0.85659"	"-5.6934"	"0.1301605"	"SMARCE1"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
"478_g_at"	"0.9997"	"4.20e-01"	"-0.856353"	"-5.6936"	"-0.1368935"	"IRF5"	"interferon regulatory factor 5"
"606_at"	"0.9997"	"4.20e-01"	"0.856327"	"-5.6936"	"0.1699745"	"RND2"	"Rho family GTPase 2"
"878_s_at"	"0.9997"	"4.20e-01"	"0.856197"	"-5.6937"	"0.143568"	"PRL"	"prolactin"
"36060_at"	"0.9997"	"4.20e-01"	"0.856165"	"-5.6937"	"0.219279"	"SRP54"	"signal recognition particle 54"
"39566_at"	"0.9997"	"4.20e-01"	"-0.856132"	"-5.6937"	"-0.1553795"	"LOC101930361///LOC101929970///CHRFAM7A///CHRNA7"	"uncharacterized LOC101930361///CHRNA7-FAM7A fusion protein///CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion///cholinergic receptor nicotinic alpha 7 subunit"
"32805_at"	"0.9997"	"4.20e-01"	"-0.856049"	"-5.6938"	"-0.4213025"	"LOC101930400///AKR1C2///AKR1C1"	"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2///aldo-keto reductase family 1 member C1"
"39367_at"	"0.9997"	"4.20e-01"	"0.85597"	"-5.6939"	"0.1660295"	"ELAC2"	"elaC ribonuclease Z 2"
"35200_at"	"0.9997"	"4.20e-01"	"-0.855757"	"-5.6941"	"-0.13714"	"HMGA2"	"high mobility group AT-hook 2"
"40576_f_at"	"0.9997"	"4.20e-01"	"0.855639"	"-5.6942"	"0.1418735"	"HNRNPDL"	"heterogeneous nuclear ribonucleoprotein D like"
"35278_at"	"0.9997"	"4.20e-01"	"0.855387"	"-5.6944"	"0.1300365"	"RPS29"	"ribosomal protein S29"
"39352_at"	"0.9997"	"4.21e-01"	"-0.854759"	"-5.6949"	"-0.1343935"	"CGA"	"glycoprotein hormones, alpha polypeptide"
"37869_at"	"0.9997"	"4.21e-01"	"-0.854747"	"-5.6949"	"-0.1460825"	"ERC1"	"ELKS/RAB6-interacting/CAST family member 1"
"35405_at"	"0.9997"	"4.21e-01"	"-0.854649"	"-5.695"	"-0.1957935"	"TAT"	"tyrosine aminotransferase"
"37903_at"	"0.9997"	"4.21e-01"	"0.854576"	"-5.695"	"0.1291415"	"GNL1"	"G protein nucleolar 1 (putative)"
"36402_at"	"0.9997"	"4.21e-01"	"0.854381"	"-5.6952"	"0.1476165"	"ZNF101"	"zinc finger protein 101"
"33424_at"	"0.9997"	"4.21e-01"	"0.854347"	"-5.6952"	"0.12652"	"RPN1"	"ribophorin I"
"33773_at"	"0.9997"	"4.21e-01"	"-0.854188"	"-5.6954"	"-0.1542975"	"MLLT10"	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
"34776_at"	"0.9997"	"4.21e-01"	"0.854187"	"-5.6954"	"0.1265355"	"CDC42EP4"	"CDC42 effector protein 4"
"39344_at"	"0.9997"	"4.21e-01"	"0.854122"	"-5.6954"	"0.1656055"	"TRA2A"	"transformer 2 alpha homolog"
"38450_at"	"0.9997"	"4.21e-01"	"0.853811"	"-5.6957"	"0.1510135"	"SSB"	"Sjogren syndrome antigen B"
"35826_at"	"0.9997"	"4.21e-01"	"-0.853728"	"-5.6958"	"-0.1695615"	"SUPT5H"	"SPT5 homolog, DSIF elongation factor subunit"
"41699_f_at"	"0.9997"	"4.21e-01"	"-0.853628"	"-5.6958"	"-0.14245"	"BRD1"	"bromodomain containing 1"
"34727_at"	"0.9997"	"4.21e-01"	"-0.853484"	"-5.696"	"-0.141438"	"AHCYL1"	"adenosylhomocysteinase like 1"
"33142_at"	"0.9997"	"4.21e-01"	"0.853469"	"-5.696"	"0.16652"	"GPR39"	"G protein-coupled receptor 39"
"31853_at"	"0.9997"	"4.21e-01"	"0.853458"	"-5.696"	"0.201097"	"EED"	"embryonic ectoderm development"
"37706_at"	"0.9997"	"4.21e-01"	"-0.853166"	"-5.6962"	"-0.140685"	"GLG1"	"golgi glycoprotein 1"
"36699_at"	"0.9997"	"4.22e-01"	"-0.852789"	"-5.6965"	"-0.147884"	"DSCAM"	"DS cell adhesion molecule"
"36217_at"	"0.9997"	"4.22e-01"	"-0.852692"	"-5.6966"	"-0.175098"	"STK38"	"serine/threonine kinase 38"
"31501_at"	"0.9997"	"4.22e-01"	"-0.852593"	"-5.6967"	"-0.213229"	""	""
"31742_at"	"0.9997"	"4.22e-01"	"-0.852102"	"-5.6971"	"-0.1583905"	"TNFSF14"	"tumor necrosis factor superfamily member 14"
"34957_at"	"0.9997"	"4.22e-01"	"0.85199"	"-5.6972"	"0.132722"	"FAM50B"	"family with sequence similarity 50 member B"
"1600_at"	"0.9997"	"4.22e-01"	"0.851792"	"-5.6974"	"0.1366595"	"TXK"	"TXK tyrosine kinase"
"34181_at"	"0.9997"	"4.22e-01"	"-0.851723"	"-5.6974"	"-0.1388575"	"AGA"	"aspartylglucosaminidase"
"36295_at"	"0.9997"	"4.22e-01"	"0.851451"	"-5.6976"	"0.125018"	"ZNF134"	"zinc finger protein 134"
"40943_at"	"0.9997"	"4.22e-01"	"-0.85126"	"-5.6978"	"-0.1596995"	"ELOVL6"	"ELOVL fatty acid elongase 6"
"34744_at"	"0.9997"	"4.22e-01"	"0.851182"	"-5.6979"	"0.1426525"	"LOC101928623///HARS"	"uncharacterized LOC101928623///histidyl-tRNA synthetase"
"33260_at"	"0.9997"	"4.23e-01"	"-0.851085"	"-5.6979"	"-0.154572"	"SOS1"	"SOS Ras/Rac guanine nucleotide exchange factor 1"
"37882_at"	"0.9997"	"4.23e-01"	"0.850865"	"-5.6981"	"0.155721"	"GTF2E1"	"general transcription factor IIE subunit 1"
"35367_at"	"0.9997"	"4.23e-01"	"-0.850816"	"-5.6982"	"-0.2608225"	"LGALS3"	"lectin, galactoside binding soluble 3"
"38437_at"	"0.9997"	"4.23e-01"	"0.850807"	"-5.6982"	"0.1679375"	"CASC3"	"cancer susceptibility candidate 3"
"35363_at"	"0.9997"	"4.23e-01"	"0.850512"	"-5.6984"	"0.196167"	"DDX17"	"DEAD-box helicase 17"
"36245_at"	"0.9997"	"4.23e-01"	"-0.850446"	"-5.6985"	"-0.125051"	"HTR2B"	"5-hydroxytryptamine receptor 2B"
"39713_at"	"0.9997"	"4.23e-01"	"-0.850311"	"-5.6986"	"-0.130512"	"KDM5B"	"lysine demethylase 5B"
"32540_at"	"0.9997"	"4.23e-01"	"0.849926"	"-5.6989"	"0.1536925"	"PPP3CC"	"protein phosphatase 3 catalytic subunit gamma"
"35979_at"	"0.9997"	"4.23e-01"	"-0.849667"	"-5.6991"	"-0.1245575"	"CTDP1"	"CTD phosphatase subunit 1"
"33910_at"	"0.9997"	"4.23e-01"	"-0.84963"	"-5.6992"	"-0.1272765"	"PTPRD"	"protein tyrosine phosphatase, receptor type D"
"32481_at"	"0.9997"	"4.23e-01"	"-0.849484"	"-5.6993"	"-0.13516"	"WFDC8"	"WAP four-disulfide core domain 8"
"38289_r_at"	"0.9997"	"4.23e-01"	"0.849352"	"-5.6994"	"0.1317365"	"NF1P9///NF1"	"neurofibromin 1 pseudogene 9///neurofibromin 1"
"34791_at"	"0.9997"	"4.23e-01"	"0.849265"	"-5.6995"	"0.17242"	"SNORA29///TCP1"	"small nucleolar RNA, H/ACA box 29///t-complex 1"
"31701_r_at"	"0.9997"	"4.24e-01"	"0.849036"	"-5.6996"	"0.1445555"	"HAB1"	"B1 for mucin"
"34407_at"	"0.9997"	"4.24e-01"	"0.848995"	"-5.6997"	"0.129809"	"RARRES2"	"retinoic acid receptor responder 2"
"37201_at"	"0.9997"	"4.24e-01"	"0.848675"	"-5.6999"	"0.15305"	"ITIH4"	"inter-alpha-trypsin inhibitor heavy chain family member 4"
"39878_at"	"0.9997"	"4.24e-01"	"0.848572"	"-5.7"	"0.180247"	"PCDH9"	"protocadherin 9"
"39580_at"	"0.9997"	"4.24e-01"	"0.848561"	"-5.7"	"0.127571"	"PPP1R26"	"protein phosphatase 1 regulatory subunit 26"
"32115_r_at"	"0.9997"	"4.24e-01"	"-0.848062"	"-5.7005"	"-0.1266655"	"SPECC1L-ADORA2A///ADORA2A"	"SPECC1L-ADORA2A readthrough (NMD candidate)///adenosine A2a receptor"
"31785_f_at"	"0.9997"	"4.24e-01"	"0.847473"	"-5.7009"	"0.128983"	"ERVH-6"	"endogenous retrovirus group H member 6"
"34476_r_at"	"0.9997"	"4.24e-01"	"0.847279"	"-5.7011"	"0.161917"	"EREG"	"epiregulin"
"36368_at"	"0.9997"	"4.25e-01"	"0.846947"	"-5.7014"	"0.125611"	""	""
"41794_at"	"0.9997"	"4.25e-01"	"0.846859"	"-5.7015"	"0.141873"	"PDE6H"	"phosphodiesterase 6H"
"39811_at"	"0.9997"	"4.25e-01"	"0.846651"	"-5.7016"	"0.139497"	"KXD1"	"KxDL motif containing 1"
"37261_g_at"	"0.9997"	"4.25e-01"	"-0.846489"	"-5.7018"	"-0.129529"	"ABCC9"	"ATP binding cassette subfamily C member 9"
"35815_at"	"0.9997"	"4.25e-01"	"0.846333"	"-5.7019"	"0.1241435"	"SETD2"	"SET domain containing 2"
"40870_g_at"	"0.9997"	"4.25e-01"	"0.846261"	"-5.7019"	"0.1514585"	"RBM6"	"RNA binding motif protein 6"
"32214_at"	"0.9997"	"4.25e-01"	"0.84606"	"-5.7021"	"0.1973745"	"TXNL1"	"thioredoxin like 1"
"710_at"	"0.9997"	"4.25e-01"	"0.845976"	"-5.7022"	"0.1376125"	"P4HB"	"prolyl 4-hydroxylase subunit beta"
"35394_at"	"0.9997"	"4.25e-01"	"-0.845897"	"-5.7022"	"-0.1282365"	"MEGF8"	"multiple EGF like domains 8"
"34738_at"	"0.9997"	"4.25e-01"	"-0.845839"	"-5.7023"	"-0.1740885"	"MIR6778///SHMT1"	"microRNA 6778///serine hydroxymethyltransferase 1"
"34556_at"	"0.9997"	"4.25e-01"	"-0.845532"	"-5.7025"	"-0.134538"	"KRT9"	"keratin 9"
"34199_at"	"0.9997"	"4.25e-01"	"0.845528"	"-5.7026"	"0.16005"	"SEC24A"	"SEC24 homolog A, COPII coat complex component"
"274_at"	"0.9997"	"4.26e-01"	"0.845305"	"-5.7027"	"0.1399155"	"ZNF148"	"zinc finger protein 148"
"40509_at"	"0.9997"	"4.26e-01"	"0.845187"	"-5.7028"	"0.1851535"	"ETFA"	"electron transfer flavoprotein alpha subunit"
"2079_s_at"	"0.9997"	"4.26e-01"	"0.845126"	"-5.7029"	"0.13186"	"IGF2"	"insulin like growth factor 2"
"357_at"	"0.9997"	"4.26e-01"	"-0.845117"	"-5.7029"	"-0.137919"	"DNM1L"	"dynamin 1 like"
"33020_at"	"0.9997"	"4.26e-01"	"0.844853"	"-5.7031"	"0.1468935"	"LMX1B"	"LIM homeobox transcription factor 1 beta"
"36538_at"	"0.9997"	"4.26e-01"	"-0.844841"	"-5.7031"	"-0.2149305"	"PPP1R13B"	"protein phosphatase 1 regulatory subunit 13B"
"38126_at"	"0.9997"	"4.26e-01"	"0.844673"	"-5.7033"	"0.167332"	"BGN"	"biglycan"
"1951_at"	"0.9997"	"4.26e-01"	"0.844672"	"-5.7033"	"0.1279795"	"ANGPT2"	"angiopoietin 2"
"39084_at"	"0.9997"	"4.26e-01"	"0.844608"	"-5.7033"	"0.159485"	"ENO3"	"enolase 3"
"32088_at"	"0.9997"	"4.26e-01"	"-0.843893"	"-5.7039"	"-0.1417075"	"BLZF1"	"basic leucine zipper nuclear factor 1"
"32696_at"	"0.9997"	"4.26e-01"	"-0.843857"	"-5.7039"	"-0.1305035"	"PBX3"	"PBX homeobox 3"
"36373_at"	"0.9997"	"4.26e-01"	"-0.843707"	"-5.7041"	"-0.1238045"	"ZXDB///ZXDA"	"zinc finger, X-linked, duplicated B///zinc finger, X-linked, duplicated A"
"39814_s_at"	"0.9997"	"4.26e-01"	"0.843655"	"-5.7041"	"0.13039"	"DHRS7"	"dehydrogenase/reductase 7"
"34333_at"	"0.9997"	"4.26e-01"	"-0.843647"	"-5.7041"	"-0.1263905"	"JOSD1"	"Josephin domain containing 1"
"36782_s_at"	"0.9997"	"4.26e-01"	"0.843557"	"-5.7042"	"0.1267725"	"INS-IGF2///IGF2"	"INS-IGF2 readthrough///insulin like growth factor 2"
"35338_at"	"0.9997"	"4.26e-01"	"0.843553"	"-5.7042"	"0.1323545"	"FURIN"	"furin, paired basic amino acid cleaving enzyme"
"1801_at"	"0.9997"	"4.26e-01"	"0.843551"	"-5.7042"	"0.148198"	"BARD1"	"BRCA1 associated RING domain 1"
"345_at"	"0.9997"	"4.27e-01"	"0.843233"	"-5.7044"	"0.1561445"	"MGAT3"	"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase"
"36408_at"	"0.9997"	"4.27e-01"	"-0.843184"	"-5.7045"	"-0.131052"	"SLC22A14"	"solute carrier family 22 member 14"
"37485_at"	"0.9997"	"4.27e-01"	"-0.842983"	"-5.7047"	"-0.1292255"	"SLC27A2"	"solute carrier family 27 member 2"
"31475_at"	"0.9997"	"4.27e-01"	"0.842937"	"-5.7047"	"0.14937"	"TNKS"	"tankyrase"
"1880_at"	"0.9997"	"4.27e-01"	"0.842825"	"-5.7048"	"0.1347585"	"MDM2"	"MDM2 proto-oncogene"
"31509_at"	"0.9997"	"4.27e-01"	"0.84256"	"-5.705"	"0.1333925"	"RPL13"	"ribosomal protein L13"
"38176_at"	"0.9997"	"4.27e-01"	"-0.842511"	"-5.705"	"-0.1241235"	"GNB5"	"G protein subunit beta 5"
"36839_at"	"0.9997"	"4.27e-01"	"0.842483"	"-5.7051"	"0.1586885"	"CDC6"	"cell division cycle 6"
"33231_at"	"0.9997"	"4.27e-01"	"-0.842275"	"-5.7052"	"-0.1312745"	"PRPF19"	"pre-mRNA processing factor 19"
"33257_at"	"0.9997"	"4.27e-01"	"0.842271"	"-5.7052"	"0.142584"	"DLST"	"dihydrolipoamide S-succinyltransferase"
"39968_at"	"0.9997"	"4.27e-01"	"-0.842251"	"-5.7053"	"-0.1382545"	"LTC4S"	"leukotriene C4 synthase"
"36967_g_at"	"0.9997"	"4.27e-01"	"-0.841923"	"-5.7055"	"-0.1465375"	"ANK3"	"ankyrin 3, node of Ranvier (ankyrin G)"
"AFFX-M27830_3_at"	"0.9997"	"4.27e-01"	"-0.841907"	"-5.7055"	"-0.125813"	""	""
"35558_at"	"0.9997"	"4.28e-01"	"-0.841308"	"-5.706"	"-0.141247"	"UGP2"	"UDP-glucose pyrophosphorylase 2"
"38884_at"	"0.9997"	"4.28e-01"	"-0.84094"	"-5.7063"	"-0.1529625"	"CLCA1"	"chloride channel accessory 1"
"37394_at"	"0.9997"	"4.28e-01"	"-0.840849"	"-5.7064"	"-0.1566535"	"C7"	"complement component 7"
"34831_at"	"0.9997"	"4.28e-01"	"-0.840635"	"-5.7066"	"-0.1244965"	"IQSEC1"	"IQ motif and Sec7 domain 1"
"40755_at"	"0.9997"	"4.28e-01"	"-0.840051"	"-5.7071"	"-0.126646"	"MICA"	"MHC class I polypeptide-related sequence A"
"1222_at"	"0.9997"	"4.28e-01"	"0.839805"	"-5.7073"	"0.143362"	"CDK17"	"cyclin dependent kinase 17"
"36990_at"	"0.9997"	"4.29e-01"	"-0.839604"	"-5.7074"	"-0.1288015"	"UCHL1"	"ubiquitin C-terminal hydrolase L1"
"40959_at"	"0.9997"	"4.29e-01"	"0.839561"	"-5.7075"	"0.1499915"	"PLEKHG3"	"pleckstrin homology and RhoGEF domain containing G3"
"35244_at"	"0.9997"	"4.29e-01"	"0.839529"	"-5.7075"	"0.128803"	"RPRD2"	"regulation of nuclear pre-mRNA domain containing 2"
"999_at"	"0.9997"	"4.29e-01"	"0.839168"	"-5.7078"	"0.137569"	"CYP27A1"	"cytochrome P450 family 27 subfamily A member 1"
"41089_at"	"0.9997"	"4.29e-01"	"-0.838504"	"-5.7083"	"-0.187491"	"ATP2B4"	"ATPase plasma membrane Ca2+ transporting 4"
"37127_at"	"0.9997"	"4.29e-01"	"0.838114"	"-5.7087"	"0.1784815"	"NLRP1"	"NLR family pyrin domain containing 1"
"38415_at"	"0.9997"	"4.29e-01"	"-0.837887"	"-5.7088"	"-0.178098"	"PTP4A2"	"protein tyrosine phosphatase type IVA, member 2"
"35926_s_at"	"0.9997"	"4.29e-01"	"-0.837834"	"-5.7089"	"-0.1355255"	"LYZ"	"lysozyme"
